category,city,n_cells,n_vars,n_rows,status,stop_reason,gap_target,achieved_gap,hit_time_limit,dual_bound,objective_net_rev,baseline_hold_net_rev,nodes,solve_time_s,budget_wk,n_held_cells
Salt,Pune,1,84.0,87.0,0,target_gap_hit,0.01,0.000371,False,-17290.0,17284.0,17339.0,1.0,0.02,173.0,0.0
Seeds,Bangalore,2,168.0,150.0,0,target_gap_hit,0.01,0.0,False,-92289.0,92289.0,92282.0,1.0,0.03,926.0,0.0
Seeds,Chandigarh Tricity,1,84.0,87.0,0,target_gap_hit,0.01,0.000357,False,-3894.0,3893.0,3876.0,1.0,0.01,39.0,0.0
Seeds,Chennai,2,168.0,150.0,0,target_gap_hit,0.01,0.0,False,-9634.0,9634.0,9643.0,1.0,0.02,97.0,0.0
Seeds,Delhi-NCR,1,84.0,87.0,0,target_gap_hit,0.01,0.000174,False,-26615.0,26610.0,26136.0,1.0,0.02,267.0,0.0
Seeds,Hyderabad,1,84.0,87.0,0,target_gap_hit,0.01,0.000174,False,-19961.0,19957.0,19964.0,1.0,0.01,200.0,0.0
Seeds,Kolkata,1,84.0,87.0,0,target_gap_hit,0.01,0.000357,False,-7467.0,7464.0,7469.0,1.0,0.02,75.0,0.0
Seeds,Lucknow,1,84.0,87.0,0,target_gap_hit,0.01,0.000174,False,-4906.0,4905.0,4907.0,1.0,0.0,49.0,0.0
Seeds,Mumbai,1,84.0,87.0,0,target_gap_hit,0.01,0.000174,False,-7767.0,7765.0,7768.0,1.0,0.01,78.0,0.0
Seeds,Others,2,168.0,150.0,0,target_gap_hit,0.01,0.0,False,-103710.0,103710.0,103238.0,1.0,0.01,1039.0,0.0
Seeds,Pune,1,84.0,87.0,0,target_gap_hit,0.01,0.000357,False,-5515.0,5513.0,5517.0,1.0,0.02,55.0,0.0
Single Spice Powder,Ahmedabad,1,84.0,87.0,0,target_gap_hit,0.01,0.0,False,-4474.0,4474.0,4422.0,1.0,0.02,44.0,0.0
Single Spice Powder,Bangalore,6,504.0,402.0,0,target_gap_hit,0.01,0.0,False,-406077.0,406077.0,402419.0,1.0,0.05,4039.0,0.0
Single Spice Powder,Chandigarh Tricity,4,336.0,276.0,0,target_gap_hit,0.01,0.0,False,-27106.0,27106.0,26815.0,1.0,0.03,269.0,0.0
Single Spice Powder,Chennai,5,420.0,339.0,0,target_gap_hit,0.01,0.0,False,-117932.0,117932.0,117075.0,1.0,0.03,1169.0,0.0
Single Spice Powder,Delhi-NCR,4,336.0,276.0,0,target_gap_hit,0.01,0.0,False,-390592.0,390592.0,383435.0,1.0,0.03,3874.0,0.0
Single Spice Powder,Hyderabad,5,420.0,339.0,0,target_gap_hit,0.01,0.0,False,-333572.0,333572.0,327975.0,1.0,0.03,3308.0,0.0
Single Spice Powder,Kolkata,5,420.0,339.0,0,target_gap_hit,0.01,0.0,False,-144345.0,144345.0,142826.0,1.0,0.03,1431.0,0.0
Single Spice Powder,Lucknow,4,336.0,276.0,0,target_gap_hit,0.01,0.0,False,-29781.0,29781.0,29437.0,1.0,0.02,295.0,0.0
Single Spice Powder,Mumbai,4,336.0,276.0,0,target_gap_hit,0.01,0.0,False,-151178.0,151178.0,148058.0,1.0,0.03,1499.0,0.0
Single Spice Powder,Others,7,588.0,465.0,0,target_gap_hit,0.01,0.0,False,-560437.0,560437.0,550636.0,1.0,0.05,5560.0,0.0
