Category,City,iso_week,comp_median_price,comp_avg_disc,comp_max_disc,comp_p75_disc,comp_avg_osa,n_comp_skus
Besan & Gram Flour,Ahmedabad,2026-W01,71.61,25.122798781725002,52.550458716,46.00745834425,93.8,40
Besan & Gram Flour,Ahmedabad,2026-W02,73.745,24.867124911785716,52.862385321,42.703517588,92.68571428571428,70
Besan & Gram Flour,Ahmedabad,2026-W03,73.26,24.28814136915714,47.326315789,42.713567839,92.12885154061428,70
Besan & Gram Flour,Ahmedabad,2026-W04,73.1,26.153420648471428,50.753768844,42.713567839,89.47048049995715,70
Besan & Gram Flour,Ahmedabad,2026-W05,73.075,25.686733676499998,54.95412844,42.713567839,75.9383753500857,70
Besan & Gram Flour,Ahmedabad,2026-W06,71.5,26.722319578585715,55.04587156,45.263157895,74.17366946785714,70
Besan & Gram Flour,Ahmedabad,2026-W07,88.0,25.13663506985294,55.04587156,44.5025125625,70.50420168068571,70
Besan & Gram Flour,Ahmedabad,2026-W08,72.05,25.796736117885715,48.568807339,44.713567839,78.26330532214286,70
Besan & Gram Flour,Ahmedabad,2026-W09,70.83,27.846345177314284,57.963302752,45.263157895,74.5378151260143,70
Besan & Gram Flour,Ahmedabad,2026-W10,70.78,27.577325203342856,57.596330275,44.72361809,79.41176470585715,70
Besan & Gram Flour,Ahmedabad,2026-W11,88.0,25.461238421597013,48.623853211,44.72361809,76.10644257704287,70
Besan & Gram Flour,Ahmedabad,2026-W12,88.0,25.590602885859376,58.880733945,39.189873418,77.40249946137142,70
Besan & Gram Flour,Ahmedabad,2026-W13,88.0,24.296914846650797,50.357798165,39.215189873,68.02197802205714,70
Besan & Gram Flour,Ahmedabad,2026-W14,88.0,24.149154636873014,50.458715596,39.069620253,72.41395397065715,70
Besan & Gram Flour,Ahmedabad,2026-W15,98.9,22.33233208352381,50.458715596,35.970775634999995,80.4266017003,70
Besan & Gram Flour,Ahmedabad,2026-W16,95.45,20.456185233428574,45.809045226,32.751677852,84.8517520216,70
Besan & Gram Flour,Ahmedabad,2026-W17,88.0,19.200271386984376,45.778894472,32.152972802,84.17789757409999,70
Besan & Gram Flour,Ahmedabad,2026-W18,84.63,23.018314480042857,45.263157895,34.032175925749996,82.12938005404287,70
Besan & Gram Flour,Ahmedabad,2026-W19,79.83500000000001,24.179311451714284,53.768844221,39.240506329,69.21832884112858,70
Besan & Gram Flour,Ahmedabad,2026-W20,52.0,20.44162755078261,45.263157895,27.142857143,66.23634558102631,76
Besan & Gram Flour,Ahmedabad,2026-W21,92.0,14.629250152857143,39.240506329,25.55704698,67.97671231635066,77
Besan & Gram Flour,Ahmedabad,2026-W22,92.0,15.411797408714285,39.240506329,25.530201342,69.34540207264935,77
Besan & Gram Flour,Ahmedabad,2026-W23,92.0,17.484230040753847,45.263157895,27.142857143,64.72000544457143,77
Besan & Gram Flour,Ahmedabad,2026-W24,92.0,16.901981148539683,39.240506329,26.6519654845,47.52709696316883,77
Besan & Gram Flour,Ahmedabad,2026-W25,92.0,18.984622624634923,45.569620253,27.142857143,29.038912215623377,77
Besan & Gram Flour,Ahmedabad,2026-W26,92.0,15.541540778212122,37.797468354,25.503355705,44.46631284089412,85
Besan & Gram Flour,Ahmedabad,2026-W27,92.0,16.69035586873913,35.189873418,26.4445349955,45.8701351079,30
Besan & Gram Flour,Bangalore,2026-W01,66.005,24.48059247998611,49.473684211,33.05234946025,64.00294959739999,76
Besan & Gram Flour,Bangalore,2026-W02,64.065,25.534432671079365,51.578947368,33.766233766,61.75206365305113,133
Besan & Gram Flour,Bangalore,2026-W03,64.05,24.888722127928002,52.631578947,32.467455621,58.00165228021503,133
Besan & Gram Flour,Bangalore,2026-W04,69.75,26.152360711008402,52.631578947,33.9056603775,56.71063887262707,133
Besan & Gram Flour,Bangalore,2026-W05,72.22,24.684849464857145,44.025157233,33.2406311635,56.31414399985263,133
Besan & Gram Flour,Bangalore,2026-W06,72.28,23.723759677831932,44.063157895,32.944099379,63.78983972966165,133
Besan & Gram Flour,Bangalore,2026-W07,70.16,24.062087169697477,51.578947368,31.9585798815,64.27540787620451,133
Besan & Gram Flour,Bangalore,2026-W08,64.0,23.92283820201829,51.578947368,29.649006623,70.09653769390307,130
Besan & Gram Flour,Bangalore,2026-W09,60.92,25.05517242736664,51.578947368,31.958579882,72.32659993654127,126
Besan & Gram Flour,Bangalore,2026-W10,61.835,26.851113585857142,51.578947368,32.5,74.49727787238096,126
Besan & Gram Flour,Bangalore,2026-W11,62.65,25.573438659293654,51.578947368,32.275,72.34974691630158,126
Besan & Gram Flour,Bangalore,2026-W12,61.0,26.0822907362,51.578947368,32.5,69.4793649385516,126
Besan & Gram Flour,Bangalore,2026-W13,65.75,25.13635356239316,51.578947368,32.275,66.00985221679365,126
Besan & Gram Flour,Bangalore,2026-W14,72.68,23.538774452042016,51.578947368,30.741176471,68.27562749240714,126
Besan & Gram Flour,Bangalore,2026-W15,70.53,23.411412023159663,51.578947368,28.9697986575,69.52599257761031,126
Besan & Gram Flour,Bangalore,2026-W16,71.03,23.715460486487395,51.578947368,28.88590604,65.51471316496507,126
Besan & Gram Flour,Bangalore,2026-W17,72.75,22.052279718999998,47.368421053,28.15999999975,64.84314645400555,126
Besan & Gram Flour,Bangalore,2026-W18,72.79,22.407952381605043,49.473684211,28.859060403,63.57369614511746,126
Besan & Gram Flour,Bangalore,2026-W19,72.81,23.30149514168421,49.473684211,29.15333333325,64.58373081034206,126
Besan & Gram Flour,Bangalore,2026-W20,72.75,23.974565645303574,48.421052632,29.28166666675,57.8254494024375,128
Besan & Gram Flour,Bangalore,2026-W21,72.91,23.059705011477064,46.315789474,28.859060403,58.96020896399098,133
Besan & Gram Flour,Bangalore,2026-W22,72.92,22.701954119333333,44.736842105,28.859060403,56.40806561862406,133
Besan & Gram Flour,Bangalore,2026-W23,72.945,20.66653848235192,48.421052632,28.859060403,54.88677863485864,133
Besan & Gram Flour,Bangalore,2026-W24,82.465,19.621434859307143,39.644970414,27.179675716749998,52.60150375942106,133
Besan & Gram Flour,Bangalore,2026-W25,81.97,18.827001962062244,35.0,26.342352941,58.20505809983459,133
Besan & Gram Flour,Bangalore,2026-W26,72.0,18.68196497403353,47.368421053,25.429411764999998,41.20312037465025,203
Besan & Gram Flour,Bangalore,2026-W27,71.495,19.651197135449333,47.368421053,27.2820701355,35.17994856110606,66
Besan & Gram Flour,Chandigarh Tricity,2026-W01,63.47,27.424381294175,47.777777778,35.877192982,76.9531250000625,80
Besan & Gram Flour,Chandigarh Tricity,2026-W02,62.8,27.578739678221428,44.390510949,35.6254901965,75.37202380957143,140
Besan & Gram Flour,Chandigarh Tricity,2026-W03,64.836666667,26.467692514551022,48.284210526,35.81754386,71.21756109853061,147
Besan & Gram Flour,Chandigarh Tricity,2026-W04,64.92,27.01385578087586,49.839920949,35.789473684,72.93871252207482,147
Besan & Gram Flour,Chandigarh Tricity,2026-W05,74.715,25.609911984466645,49.942687747,35.555555556,69.2999599367415,147
Besan & Gram Flour,Chandigarh Tricity,2026-W06,76.5,25.861773369385716,44.473684211,35.555555556,66.73715404529251,147
Besan & Gram Flour,Chandigarh Tricity,2026-W07,88.0,25.75519262736838,45.319298246,35.555555556,67.37100870031293,147
Besan & Gram Flour,Chandigarh Tricity,2026-W08,88.0,26.14910730181203,45.335968379,35.555555556,64.6744412049728,147
Besan & Gram Flour,Chandigarh Tricity,2026-W09,88.0,26.338003596294573,44.049309665,35.555555556,63.56362953334014,147
Besan & Gram Flour,Chandigarh Tricity,2026-W10,75.5,26.646939370190477,46.561403509,35.324444444,64.79773074617687,147
Besan & Gram Flour,Chandigarh Tricity,2026-W11,75.5,26.166289235325397,46.168421053,32.96470588275,57.4719381327483,147
Besan & Gram Flour,Chandigarh Tricity,2026-W12,75.5,26.353934815603175,45.859649123,33.537156862500005,55.750433204204086,147
Besan & Gram Flour,Chandigarh Tricity,2026-W13,88.0,26.33610066442623,47.045614035,33.86147058825,58.955341395763895,144
Besan & Gram Flour,Chandigarh Tricity,2026-W14,88.0,25.898341189689077,46.824561404,34.101960784,62.895610625128576,140
Besan & Gram Flour,Chandigarh Tricity,2026-W15,88.0,25.613177595033612,46.133333333,33.450980392,61.38052046208572,140
Besan & Gram Flour,Chandigarh Tricity,2026-W16,65.976666667,25.90464652357944,46.578947368,33.062745098,55.17222762118571,140
Besan & Gram Flour,Chandigarh Tricity,2026-W17,65.9633333335,25.864349840235295,45.526315789,32.69532679775,59.09620991247142,140
Besan & Gram Flour,Chandigarh Tricity,2026-W18,65.95,26.431318804567304,46.045614035,32.941176471,59.357359965219864,141
Besan & Gram Flour,Chandigarh Tricity,2026-W19,65.95,27.07641374160194,47.235087719,32.9583660135,52.06164098287755,147
Besan & Gram Flour,Chandigarh Tricity,2026-W20,91.0,26.74937843787,44.815789474,32.438627451,49.7114707952,145
Besan & Gram Flour,Chandigarh Tricity,2026-W21,65.95,26.2709117178617,45.705263158,31.90611111125,51.8513119533,140
Besan & Gram Flour,Chandigarh Tricity,2026-W22,65.946666667,26.023037220560443,41.831578947,31.906666667,52.878464818708956,134
Besan & Gram Flour,Chandigarh Tricity,2026-W23,66.0,24.69566820833333,43.049122807,31.859444444250002,51.12558181161654,133
Besan & Gram Flour,Chandigarh Tricity,2026-W24,82.2816666665,25.59960321838298,45.768421053,34.269056735,59.933315431406015,133
Besan & Gram Flour,Chandigarh Tricity,2026-W25,82.5066666665,24.62076556957143,44.824561404,29.71764705875,63.78701856678195,133
Besan & Gram Flour,Chandigarh Tricity,2026-W26,82.5066666665,24.271110096765305,45.196491228,29.411764706,64.68297242554198,131
Besan & Gram Flour,Chandigarh Tricity,2026-W27,86.0,24.087591671428573,44.621052632,29.6470588235,65.78947368418422,38
Besan & Gram Flour,Chennai,2026-W01,68.545,24.35368685503125,47.284210526,31.13149350625,58.61990950222059,68
Besan & Gram Flour,Chennai,2026-W02,64.53,24.214579279632076,48.389473684,29.74415204675,58.258322559798316,119
Besan & Gram Flour,Chennai,2026-W03,65.06,23.793976148163267,48.473684211,29.0394736845,55.13392857142857,119
Besan & Gram Flour,Chennai,2026-W04,65.03,25.675517385,46.319526627,31.48376623375,51.575630252100844,119
Besan & Gram Flour,Chennai,2026-W05,65.795,24.069619922428572,46.224852071,30.4163811895,43.04435483870968,124
Besan & Gram Flour,Chennai,2026-W06,63.2,23.70512471309091,48.221052632,29.273333333,41.30940082644628,121
Besan & Gram Flour,Chennai,2026-W07,63.04,22.578447183757284,49.684210526,28.75,39.29625984251968,127
Besan & Gram Flour,Chennai,2026-W08,63.0,23.255663145700854,50.526315789,28.75,44.6781015037594,133
Besan & Gram Flour,Chennai,2026-W09,62.989999999999995,23.741251261035718,50.526315789,29.134228187999998,47.013627819541355,133
Besan & Gram Flour,Chennai,2026-W10,63.0,25.586706424384616,48.421052632,32.5,43.93796992481203,133
Besan & Gram Flour,Chennai,2026-W11,63.0,23.84208324314286,49.473684211,30.838926174,40.94979034123308,133
Besan & Gram Flour,Chennai,2026-W12,63.0,26.59335824148485,49.273684211,32.5,37.653234922962405,133
Besan & Gram Flour,Chennai,2026-W13,62.305,26.34662354744,53.571428571,32.5,35.83574320416542,133
Besan & Gram Flour,Chennai,2026-W14,71.0,22.297550699361906,51.642857143,30.805369128,41.26888775937594,133
Besan & Gram Flour,Chennai,2026-W15,72.0,18.32807383887619,48.421052632,26.868421053,44.935779067736846,133
Besan & Gram Flour,Chennai,2026-W16,72.0,17.605183009,43.161290323,27.157894737,43.6539108966391,133
Besan & Gram Flour,Chennai,2026-W17,72.0,18.380053663961903,45.585106383,27.197368421,40.4688191066015,133
Besan & Gram Flour,Chennai,2026-W18,72.0,18.931907022334286,44.521276596,27.141176471,36.22291021673684,133
Besan & Gram Flour,Chennai,2026-W19,72.0,20.293378477951926,48.421052632,29.046666667,33.87881468380451,133
Besan & Gram Flour,Chennai,2026-W20,71.0,21.284010585918367,48.421052632,28.4013157895,32.466063348407694,130
Besan & Gram Flour,Chennai,2026-W21,72.0,19.88371827508,46.315789474,27.2,36.400324835873946,119
Besan & Gram Flour,Chennai,2026-W22,72.0,18.93561602843956,47.368421053,26.9470588235,39.43239267532773,119
Besan & Gram Flour,Chennai,2026-W23,72.0,19.040708022091952,48.421052632,26.208053691,36.08025471322689,119
Besan & Gram Flour,Chennai,2026-W24,72.0,18.76568374056977,52.631578947,26.229865772,32.13263683851261,119
Besan & Gram Flour,Chennai,2026-W25,71.5,17.593939885690478,43.157894737,25.6754836165,31.46718146715126,119
Besan & Gram Flour,Chennai,2026-W26,72.0,18.04085751372619,49.473684211,25.43849190675,32.12582330222689,119
Besan & Gram Flour,Chennai,2026-W27,72.0,17.848059964923074,43.157894737,24.705882353,33.70429252779412,34
Besan & Gram Flour,Delhi-NCR,2026-W01,76.5,25.415687119444446,43.826807229,35.555555556,60.46933276325,84
Besan & Gram Flour,Delhi-NCR,2026-W02,76.08250000000001,26.112743016880952,44.272590361,35.555555556,60.304339271272106,147
Besan & Gram Flour,Delhi-NCR,2026-W03,76.497142857,26.017626614722225,43.625528318,35.555555556,58.87447355458504,147
Besan & Gram Flour,Delhi-NCR,2026-W04,75.9992857145,27.17779160356349,47.337278107,35.555555556,57.04209004722857,147
Besan & Gram Flour,Delhi-NCR,2026-W05,63.104285714,26.62499034875267,47.337278107,35.555555556,55.399347670820404,147
Besan & Gram Flour,Delhi-NCR,2026-W06,62.712857143,26.979148840350827,45.89678511,35.555555556,57.80765461961825,137
Besan & Gram Flour,Delhi-NCR,2026-W07,62.94,26.663763877550377,45.525825572,35.555555556,62.373806124190985,133
Besan & Gram Flour,Delhi-NCR,2026-W08,62.931428571,26.63277727084852,44.210526316,35.555555556,64.0594812849782,133
Besan & Gram Flour,Delhi-NCR,2026-W09,87.98,27.407222489170405,47.347715736,37.616652578,64.08564371835413,133
Besan & Gram Flour,Delhi-NCR,2026-W10,87.978571429,27.193987990725663,47.335871404,37.010084034,63.27748857184286,133
Besan & Gram Flour,Delhi-NCR,2026-W11,75.3885714285,26.463908011517855,45.263157895,35.3292857145,63.8680823771203,133
Besan & Gram Flour,Delhi-NCR,2026-W12,75.6592857145,26.431464118410712,45.263157895,35.4371428575,63.93334622818271,133
Besan & Gram Flour,Delhi-NCR,2026-W13,75.69,26.607227334348213,46.315789474,35.67952380925,63.00385427085715,133
Besan & Gram Flour,Delhi-NCR,2026-W14,88.0,25.075810311809523,40.361792054,34.731092437,61.86278197945714,133
Besan & Gram Flour,Delhi-NCR,2026-W15,88.0,24.956922543571427,42.938135593,34.505882353,60.72112807968722,133
Besan & Gram Flour,Delhi-NCR,2026-W16,88.0,25.55783994763063,41.508890771,35.3485714285,58.917478457633095,140
Besan & Gram Flour,Delhi-NCR,2026-W17,88.0,25.648890254552633,43.157894737,34.189495798,57.66576527517183,142
Besan & Gram Flour,Delhi-NCR,2026-W18,87.987142857,26.890480481907563,47.565143824,36.223161454,57.46815071558912,147
Besan & Gram Flour,Delhi-NCR,2026-W19,87.987142857,27.839823654285716,47.50804403,36.621904762,58.10686339593809,147
Besan & Gram Flour,Delhi-NCR,2026-W20,87.897142857,27.92210181981513,47.869712352,36.3592561285,63.02210340776305,138
Besan & Gram Flour,Delhi-NCR,2026-W21,90.9264285715,27.156873647082936,43.100676819,36.60587489475,66.56319654299286,126
Besan & Gram Flour,Delhi-NCR,2026-W22,91.662857143,27.149070362190383,44.157360406,36.686390533,63.601115193149994,126
Besan & Gram Flour,Delhi-NCR,2026-W23,93.302857143,26.187208688187788,46.130212766,36.44008875775,65.32489005702303,126
Besan & Gram Flour,Delhi-NCR,2026-W24,93.718571429,26.26789771524762,44.941226576,36.240067625,68.22884376828571,126
Besan & Gram Flour,Delhi-NCR,2026-W25,99.014285714,24.577036954619047,43.48346056,34.319526627,70.50801225511111,126
Besan & Gram Flour,Delhi-NCR,2026-W26,100.36,24.110443246513288,40.694067797,34.319526627,43.269619741106794,206
Besan & Gram Flour,Delhi-NCR,2026-W27,103.92857142849999,23.949561554566667,40.0,33.902264929249995,36.76857502020589,68
Besan & Gram Flour,Hyderabad,2026-W01,98.5,24.830632042975,49.473684211,33.717455621,80.75284090906818,44
Besan & Gram Flour,Hyderabad,2026-W02,96.535,24.423005659414287,47.368421053,30.763313609,80.31631825125,72
Besan & Gram Flour,Hyderabad,2026-W03,96.525,24.515736436057143,47.368421053,30.75739645,69.91163475704286,70
Besan & Gram Flour,Hyderabad,2026-W04,88.06,26.31912627777143,47.368421053,33.962264151,58.51071503714286,70
Besan & Gram Flour,Hyderabad,2026-W05,88.07,24.731914780984614,45.283018868,30.763313609,75.78717201158571,70
Besan & Gram Flour,Hyderabad,2026-W06,88.08,25.091177235285713,49.473684211,29.333333333,80.36443148687142,70
Besan & Gram Flour,Hyderabad,2026-W07,88.1,24.181803698444444,46.315789474,30.769230769,80.74344023312857,70
Besan & Gram Flour,Hyderabad,2026-W08,88.07,23.33620734434921,46.315789474,28.832214765,83.4256559766,70
Besan & Gram Flour,Hyderabad,2026-W09,88.09,24.93947356738806,44.210526316,31.6346153845,90.13119533528571,70
Besan & Gram Flour,Hyderabad,2026-W10,93.06,26.279327928328573,48.421052632,32.5,90.24781341104286,70
Besan & Gram Flour,Hyderabad,2026-W11,93.565,25.827732347385716,49.473684211,32.5,88.26413994168571,71
Besan & Gram Flour,Hyderabad,2026-W12,88.07,25.357832473844155,50.526315789,32.5,84.11366850967532,77
Besan & Gram Flour,Hyderabad,2026-W13,88.06,25.390004809519482,50.526315789,32.5,79.23363764942857,77
Besan & Gram Flour,Hyderabad,2026-W14,88.07,22.586149028415583,49.473684211,28.966442953,73.56370090792207,77
Besan & Gram Flour,Hyderabad,2026-W15,88.08,21.374522373415587,48.421052632,28.859060403,68.68317083805195,77
Besan & Gram Flour,Hyderabad,2026-W16,88.1,21.64978792757143,48.421052632,28.859060403,66.14285714285714,77
Besan & Gram Flour,Hyderabad,2026-W17,88.06,21.262327487948053,48.421052632,28.859060403,67.31323132315583,77
Besan & Gram Flour,Hyderabad,2026-W18,88.06,21.750821206935065,48.421052632,28.859060403,65.15520123438831,77
Besan & Gram Flour,Hyderabad,2026-W19,88.07,22.592056788083333,48.421052632,28.859060403,58.959881702480516,77
Besan & Gram Flour,Hyderabad,2026-W20,72.0,22.95765317955714,48.421052632,27.214,63.75095492742858,77
Besan & Gram Flour,Hyderabad,2026-W21,80.055,20.795340314014286,46.315789474,27.2,64.39035455310389,77
Besan & Gram Flour,Hyderabad,2026-W22,91.0,20.81212240622535,43.157894737,27.2,65.84821042274545,77
Besan & Gram Flour,Hyderabad,2026-W23,82.0,19.31667919402857,50.526315789,27.058823529,59.82361156842857,77
Besan & Gram Flour,Hyderabad,2026-W24,81.94,20.54134098598,50.526315789,28.27812870075,58.66121973266234,77
Besan & Gram Flour,Hyderabad,2026-W25,91.88,19.872491854138236,48.421052632,28.0221893495,70.62306625414156,77
Besan & Gram Flour,Hyderabad,2026-W26,91.65,20.35345747796032,48.421052632,28.390671538,60.48432094632184,87
Besan & Gram Flour,Hyderabad,2026-W27,91.48,20.434410471777777,47.368421053,28.59695802425,55.632134855384614,26
Besan & Gram Flour,Kolkata,2026-W01,102.0,22.55206430162963,43.157894737,29.333333333,68.40996168583334,60
Besan & Gram Flour,Kolkata,2026-W02,94.5,23.326388425571427,45.263157895,29.333333333,66.61193212919048,105
Besan & Gram Flour,Kolkata,2026-W03,96.0,22.44269307979592,43.157894737,28.043454142,71.08921729617143,105
Besan & Gram Flour,Kolkata,2026-W04,93.0,24.06966433232653,42.105263158,32.00197916675,75.15051997813333,105
Besan & Gram Flour,Kolkata,2026-W05,96.5,22.62676337893347,46.315789474,28.74266272175,69.31976425967619,105
Besan & Gram Flour,Kolkata,2026-W06,95.0,22.06217005918949,44.210526316,28.36129870125,69.55716239990475,105
Besan & Gram Flour,Kolkata,2026-W07,88.0,20.9059151060038,44.210526316,27.25591716,78.35522558537863,103
Besan & Gram Flour,Kolkata,2026-W08,88.0,20.272622278919908,41.052631579,27.24852071,83.29411764708571,105
Besan & Gram Flour,Kolkata,2026-W09,88.0,21.750823931105142,44.210526316,29.213333333,83.43977591039047,105
Besan & Gram Flour,Kolkata,2026-W10,93.0,22.62342798723809,46.315789474,32.125827815,76.6205458928,105
Besan & Gram Flour,Kolkata,2026-W11,93.0,21.943724951342855,47.368421053,27.26035503,79.08886088512381,105
Besan & Gram Flour,Kolkata,2026-W12,93.0,21.957295584533334,47.368421053,27.272189349,79.52380952379049,105
Besan & Gram Flour,Kolkata,2026-W13,93.0,21.71996551957143,48.157894737,27.372781065,81.78294573639047,105
Besan & Gram Flour,Kolkata,2026-W14,88.0,21.626282829638097,49.147368421,26.845637584,77.44004571213762,110
Besan & Gram Flour,Kolkata,2026-W15,88.0,20.224104733900898,48.421052632,25.503355705,73.00903119875893,112
Besan & Gram Flour,Kolkata,2026-W16,88.0,20.60376716035714,44.326315789,26.58892617475,81.25000000005356,112
Besan & Gram Flour,Kolkata,2026-W17,88.0,20.227252617526783,44.789473684,25.503355705,80.86001642041072,112
Besan & Gram Flour,Kolkata,2026-W18,88.0,21.238825074857143,45.147368421,27.2,78.41748768483036,112
Besan & Gram Flour,Kolkata,2026-W19,84.0,23.262991625241074,45.252631579,27.681666666749997,74.38423645325894,112
Besan & Gram Flour,Kolkata,2026-W20,85.14500000000001,22.696225659526785,45.252631579,28.0282622235,71.3567323480893,112
Besan & Gram Flour,Kolkata,2026-W21,88.0,20.865161422154546,45.263157895,27.2,70.64216023219643,112
Besan & Gram Flour,Kolkata,2026-W22,91.0,20.22835296047525,45.263157895,27.2,71.78776683086606,112
Besan & Gram Flour,Kolkata,2026-W23,95.0,19.955814188867347,45.263157895,29.58997678,72.2371589085625,112
Besan & Gram Flour,Kolkata,2026-W24,95.5,20.035078654306123,45.263157895,26.676666667,71.45197966827679,112
Besan & Gram Flour,Kolkata,2026-W25,92.0,18.68039473916,47.368421053,25.0,70.72130818621429,112
Besan & Gram Flour,Kolkata,2026-W26,92.0,18.44248085950495,46.315789474,24.568047337,64.1530054644836,122
Besan & Gram Flour,Kolkata,2026-W27,99.0,18.05189419310714,41.2,24.03343949075,64.04320987655555,36
Besan & Gram Flour,Lucknow,2026-W01,88.0,25.20982743131746,46.315789474,33.899408284,78.94395853577778,63
Besan & Gram Flour,Lucknow,2026-W02,76.55,26.656795529535714,49.473684211,35.802469136,76.05685131196428,112
Besan & Gram Flour,Lucknow,2026-W03,76.0,26.057396210223214,44.210526316,36.6298474945,80.08381924199107,112
Besan & Gram Flour,Lucknow,2026-W04,75.5,27.527116984053574,47.337278107,37.869822485,77.76931486881249,112
Besan & Gram Flour,Lucknow,2026-W05,63.0,26.220227710007826,47.337278107,36.241610738,71.42608695652174,115
Besan & Gram Flour,Lucknow,2026-W06,63.0,25.750392438675437,45.263157895,37.869822485,66.77310924369748,119
Besan & Gram Flour,Lucknow,2026-W07,88.04,25.006566017036363,45.263157895,34.12316176475,73.68821814436134,119
Besan & Gram Flour,Lucknow,2026-W08,88.04,24.441811397930692,43.786982249,34.125,73.65803464229411,119
Besan & Gram Flour,Lucknow,2026-W09,92.86500000000001,25.01038042187755,41.98816568,34.666666667,73.64088492531093,119
Besan & Gram Flour,Lucknow,2026-W10,92.52,26.34649148020408,45.882352941,35.32,70.75973246426891,119
Besan & Gram Flour,Lucknow,2026-W11,92.50999999999999,25.16120886910204,41.010526316,33.986666667,73.20596810150421,119
Besan & Gram Flour,Lucknow,2026-W12,93.50999999999999,25.288857639724487,45.238095238,33.986666667,72.3529411764706,119
Besan & Gram Flour,Lucknow,2026-W13,93.5,25.612757904265305,45.882352941,33.98,72.73949579831933,119
Besan & Gram Flour,Lucknow,2026-W14,92.5,26.089516159040816,45.882352941,34.0,75.35997256044539,119
Besan & Gram Flour,Lucknow,2026-W15,91.0,25.805248868959186,45.882352941,33.698333333250005,75.90533356189076,119
Besan & Gram Flour,Lucknow,2026-W16,91.0,26.023295523112242,45.882352941,33.553571429,72.99159663865547,119
Besan & Gram Flour,Lucknow,2026-W17,91.0,25.70893823855102,45.882352941,33.71130952375,67.81512605042016,119
Besan & Gram Flour,Lucknow,2026-W18,88.0,25.357760354336957,44.642857143,33.38926174475,68.30252100840336,119
Besan & Gram Flour,Lucknow,2026-W19,88.0,25.912554099410528,45.882352941,34.955823135,68.61538461538461,117
Besan & Gram Flour,Lucknow,2026-W20,89.5,26.448873278367348,45.882352941,35.690864389,68.82758620689656,116
Besan & Gram Flour,Lucknow,2026-W21,91.0,25.024361031693875,45.882352941,32.82895348825,72.11320754716981,106
Besan & Gram Flour,Lucknow,2026-W22,92.0,24.641068873434346,42.603550296,34.514180672500004,65.00952380952381,105
Besan & Gram Flour,Lucknow,2026-W23,92.0,23.335873517249997,40.0,36.686390533,62.26031746031429,105
Besan & Gram Flour,Lucknow,2026-W24,94.08,24.864111248571426,44.705882353,36.1814595665,70.8309990662381,105
Besan & Gram Flour,Lucknow,2026-W25,95.5,23.469539061734693,40.0,30.68005952425,77.8338001867619,105
Besan & Gram Flour,Lucknow,2026-W26,95.5,22.905336910826534,40.0,29.411764706,71.61125319691304,115
Besan & Gram Flour,Lucknow,2026-W27,95.7,22.640414864642857,40.833333333,29.6091591,71.51095732408824,34
Besan & Gram Flour,Mumbai,2026-W01,76.545,22.266522943250003,44.210526316,34.319526627,77.01293283275,68
Besan & Gram Flour,Mumbai,2026-W02,75.04,23.139672544042018,49.473684211,34.319526627,75.49913582460505,119
Besan & Gram Flour,Mumbai,2026-W03,75.0,22.95150650584874,45.776595745,34.319526627,70.72826987828572,119
Besan & Gram Flour,Mumbai,2026-W04,75.02,24.45858396865546,46.326315789,35.388235294,68.25840974688235,119
Besan & Gram Flour,Mumbai,2026-W05,75.0,22.717204323537814,46.315789474,32.941176471,66.4370854724874,119
Besan & Gram Flour,Mumbai,2026-W06,75.0,21.698343045504203,46.315789474,30.7098039215,70.73229291717647,119
Besan & Gram Flour,Mumbai,2026-W07,75.04,21.635936672142854,46.315789474,30.588235294,79.9279711884958,119
Besan & Gram Flour,Mumbai,2026-W08,75.04,22.4598694597479,46.315789474,30.588235294,80.29411764701597,119
Besan & Gram Flour,Mumbai,2026-W09,75.0,23.57085930638276,47.928994083,33.78945353275,79.17388201263529,119
Besan & Gram Flour,Mumbai,2026-W10,75.0,25.21017171594017,47.928994083,35.761589404,76.84103428608319,119
Besan & Gram Flour,Mumbai,2026-W11,75.0,23.753164017615383,47.368421053,33.781065089,74.66193069977899,119
Besan & Gram Flour,Mumbai,2026-W12,81.53,22.729230949633926,47.337278107,32.85882352975,73.6837797749748,119
Besan & Gram Flour,Mumbai,2026-W13,81.53,22.466687139160715,45.656804734,33.39117647075,72.58569930479831,119
Besan & Gram Flour,Mumbai,2026-W14,75.04,22.666162937353985,49.473684211,35.235294118,73.13399743491934,119
Besan & Gram Flour,Mumbai,2026-W15,81.445,22.33381334525,47.136094675,32.34411764725,73.96357688317143,119
Besan & Gram Flour,Mumbai,2026-W16,81.53,22.03920577703571,47.337278107,32.2794117645,75.99206349204873,119
Besan & Gram Flour,Mumbai,2026-W17,75.03,24.117075767947366,47.337278107,34.194117647,67.54922083774957,119
Besan & Gram Flour,Mumbai,2026-W18,87.995,24.051173712245284,46.315789474,34.164705882,70.97620657463362,119
Besan & Gram Flour,Mumbai,2026-W19,88.0,24.01985355594,46.153846154,35.429411765,70.72952571047898,119
Besan & Gram Flour,Mumbai,2026-W20,88.0,23.87685014107619,46.153846154,31.729411765,70.95529189476471,119
Besan & Gram Flour,Mumbai,2026-W21,87.92,23.78533486646766,46.153846154,31.729411765000002,69.20368525302352,119
Besan & Gram Flour,Mumbai,2026-W22,90.94,23.217432297274588,44.210526316,31.8,68.36637528574286,119
