product_i,product_j,city,cross_elast
495077,21835,Hyderabad,0.0057
495077,24055,Hyderabad,0.0057
495077,31999,Hyderabad,0.0057
495077,32385,Hyderabad,0.0057
495077,126995,Hyderabad,0.0057
495077,495092,Hyderabad,0.0057
495092,3586,Hyderabad,0.0057
495092,3587,Hyderabad,0.0057
495092,3588,Hyderabad,0.0057
495092,3795,Hyderabad,0.0057
495092,16661,Hyderabad,0.0057
495092,21835,Hyderabad,0.0057
495092,24055,Hyderabad,0.0057
495092,31999,Hyderabad,0.0057
495092,32385,Hyderabad,0.0057
495092,126995,Hyderabad,0.0057
495092,495077,Hyderabad,0.0057
3586,3587,Kolkata,0.0057
3586,3588,Kolkata,0.0057
3586,3795,Kolkata,0.0057
3586,16661,Kolkata,0.0057
3586,21835,Kolkata,0.0057
3586,24055,Kolkata,0.0057
3586,32386,Kolkata,0.0057
3586,126995,Kolkata,0.0057
3586,495076,Kolkata,0.0057
3586,495077,Kolkata,0.0057
3586,495092,Kolkata,0.0057
3587,3586,Kolkata,0.0057
3587,3588,Kolkata,0.0057
3587,3795,Kolkata,0.0057
3587,16661,Kolkata,0.0057
3587,21835,Kolkata,0.0057
3587,24055,Kolkata,0.0057
3587,32386,Kolkata,0.0057
3587,126995,Kolkata,0.0057
3587,495076,Kolkata,0.0057
3587,495077,Kolkata,0.0057
3587,495092,Kolkata,0.0057
3588,3586,Kolkata,0.0057
3588,3587,Kolkata,0.0057
3588,3795,Kolkata,0.0057
3588,16661,Kolkata,0.0057
3588,21835,Kolkata,0.0057
3588,24055,Kolkata,0.0057
3588,32386,Kolkata,0.0057
3588,126995,Kolkata,0.0057
3588,495076,Kolkata,0.0057
3588,495077,Kolkata,0.0057
3588,495092,Kolkata,0.0057
3795,3586,Kolkata,0.0057
3795,3587,Kolkata,0.0057
3795,3588,Kolkata,0.0057
3795,16661,Kolkata,0.0057
3795,21835,Kolkata,0.0057
3795,24055,Kolkata,0.0057
3795,32386,Kolkata,0.0057
3795,126995,Kolkata,0.0057
3795,495076,Kolkata,0.0057
3795,495077,Kolkata,0.0057
3795,495092,Kolkata,0.0057
16661,3586,Kolkata,0.0057
16661,3587,Kolkata,0.0057
16661,3588,Kolkata,0.0057
16661,3795,Kolkata,0.0057
16661,21835,Kolkata,0.0057
16661,24055,Kolkata,0.0057
16661,32386,Kolkata,0.0057
16661,126995,Kolkata,0.0057
16661,495076,Kolkata,0.0057
16661,495077,Kolkata,0.0057
16661,495092,Kolkata,0.0057
21835,3586,Kolkata,0.0057
21835,3587,Kolkata,0.0057
21835,3588,Kolkata,0.0057
21835,3795,Kolkata,0.0057
21835,16661,Kolkata,0.0057
21835,24055,Kolkata,0.0057
21835,32386,Kolkata,0.0057
21835,126995,Kolkata,0.0057
21835,495076,Kolkata,0.0057
21835,495077,Kolkata,0.0057
21835,495092,Kolkata,0.0057
24055,3586,Kolkata,0.0057
24055,3587,Kolkata,0.0057
24055,3588,Kolkata,0.0057
24055,3795,Kolkata,0.0057
24055,16661,Kolkata,0.0057
24055,21835,Kolkata,0.0057
24055,32386,Kolkata,0.0057
24055,126995,Kolkata,0.0057
24055,495076,Kolkata,0.0057
24055,495077,Kolkata,0.0057
24055,495092,Kolkata,0.0057
32386,3586,Kolkata,0.0057
32386,3587,Kolkata,0.0057
32386,3588,Kolkata,0.0057
32386,3795,Kolkata,0.0057
32386,16661,Kolkata,0.0057
32386,21835,Kolkata,0.0057
32386,24055,Kolkata,0.0057
32386,126995,Kolkata,0.0057
32386,495076,Kolkata,0.0057
32386,495077,Kolkata,0.0057
32386,495092,Kolkata,0.0057
126995,3586,Kolkata,0.0057
126995,3587,Kolkata,0.0057
126995,3588,Kolkata,0.0057
126995,3795,Kolkata,0.0057
126995,16661,Kolkata,0.0057
126995,21835,Kolkata,0.0057
126995,24055,Kolkata,0.0057
126995,32386,Kolkata,0.0057
126995,495076,Kolkata,0.0057
126995,495077,Kolkata,0.0057
126995,495092,Kolkata,0.0057
495076,3586,Kolkata,0.0057
495076,3587,Kolkata,0.0057
495076,3588,Kolkata,0.0057
495076,3795,Kolkata,0.0057
495076,16661,Kolkata,0.0057
495076,21835,Kolkata,0.0057
495076,24055,Kolkata,0.0057
495076,32386,Kolkata,0.0057
495076,126995,Kolkata,0.0057
495076,495077,Kolkata,0.0057
495076,495092,Kolkata,0.0057
495077,3586,Kolkata,0.0057
495077,3587,Kolkata,0.0057
495077,3588,Kolkata,0.0057
495077,3795,Kolkata,0.0057
495077,16661,Kolkata,0.0057
495077,21835,Kolkata,0.0057
495077,24055,Kolkata,0.0057
495077,32386,Kolkata,0.0057
495077,126995,Kolkata,0.0057
495077,495076,Kolkata,0.0057
495077,495092,Kolkata,0.0057
495092,3586,Kolkata,0.0057
495092,3587,Kolkata,0.0057
495092,3588,Kolkata,0.0057
495092,3795,Kolkata,0.0057
495092,16661,Kolkata,0.0057
495092,21835,Kolkata,0.0057
495092,24055,Kolkata,0.0057
495092,32386,Kolkata,0.0057
495092,126995,Kolkata,0.0057
495092,495076,Kolkata,0.0057
495092,495077,Kolkata,0.0057
3587,3588,Lucknow,0.007
3587,16661,Lucknow,0.007
3587,21835,Lucknow,0.007
3587,21836,Lucknow,0.007
3587,21837,Lucknow,0.007
3587,31999,Lucknow,0.007
3587,32385,Lucknow,0.007
3587,75468,Lucknow,0.007
3587,126995,Lucknow,0.007
3588,3587,Lucknow,0.007
3588,16661,Lucknow,0.007
3588,21835,Lucknow,0.007
3588,21836,Lucknow,0.007
3588,21837,Lucknow,0.007
3588,31999,Lucknow,0.007
3588,32385,Lucknow,0.007
3588,75468,Lucknow,0.007
3588,126995,Lucknow,0.007
16661,3587,Lucknow,0.007
16661,3588,Lucknow,0.007
16661,21835,Lucknow,0.007
16661,21836,Lucknow,0.007
16661,21837,Lucknow,0.007
16661,31999,Lucknow,0.007
16661,32385,Lucknow,0.007
16661,75468,Lucknow,0.007
16661,126995,Lucknow,0.007
21835,3587,Lucknow,0.007
21835,3588,Lucknow,0.007
21835,16661,Lucknow,0.007
21835,21836,Lucknow,0.007
21835,21837,Lucknow,0.007
21835,31999,Lucknow,0.007
21835,32385,Lucknow,0.007
21835,75468,Lucknow,0.007
21835,126995,Lucknow,0.007
21836,3587,Lucknow,0.007
21836,3588,Lucknow,0.007
21836,16661,Lucknow,0.007
21836,21835,Lucknow,0.007
21836,21837,Lucknow,0.007
21836,31999,Lucknow,0.007
21836,32385,Lucknow,0.007
21836,75468,Lucknow,0.007
21836,126995,Lucknow,0.007
21837,3587,Lucknow,0.007
21837,3588,Lucknow,0.007
21837,16661,Lucknow,0.007
21837,21835,Lucknow,0.007
21837,21836,Lucknow,0.007
21837,31999,Lucknow,0.007
21837,32385,Lucknow,0.007
