product_id,city,cur_disc,budget_disc,action
3581,Others,0.0,0.0,hold
3582,Bangalore,7.3,0.0,cut
3582,Chandigarh Tricity,7.3,0.0,cut
3582,Chennai,7.1,0.0,cut
3582,Delhi-NCR,6.8,0.0,cut
3582,Hyderabad,6.0,0.0,cut
3582,Kolkata,6.8,0.0,cut
3582,Lucknow,5.5,0.0,cut
3582,Mumbai,7.9,0.0,cut
3582,Others,6.8,0.0,cut
3582,Pune,6.8,0.0,cut
3583,Ahmedabad,8.0,0.0,cut
3583,Bangalore,8.7,0.0,cut
3583,Chandigarh Tricity,8.4,0.0,cut
3583,Chennai,8.0,0.0,cut
3583,Delhi-NCR,8.5,0.0,cut
3583,Hyderabad,8.0,0.0,cut
3583,Kolkata,8.7,0.0,cut
3583,Lucknow,8.0,0.0,cut
3583,Mumbai,9.9,0.0,cut
3583,Others,8.3,0.0,cut
3583,Pune,8.9,0.0,cut
3586,Bangalore,20.4,0.0,cut
3586,Chennai,20.8,0.0,cut
3586,Delhi-NCR,21.4,0.0,cut
3586,Hyderabad,21.1,0.0,cut
3586,Kolkata,16.0,0.0,cut
3586,Mumbai,24.7,0.0,cut
3586,Others,14.5,0.0,cut
3587,Bangalore,14.8,0.0,cut
3587,Chandigarh Tricity,15.4,0.0,cut
3587,Chennai,15.0,0.0,cut
3587,Delhi-NCR,14.9,0.0,cut
3587,Hyderabad,14.3,0.0,cut
3587,Kolkata,15.1,0.0,cut
3587,Lucknow,15.8,0.0,cut
3587,Mumbai,14.7,0.0,cut
3587,Others,14.9,0.0,cut
3587,Pune,15.3,0.0,cut
3588,Ahmedabad,19.2,0.0,cut
3588,Bangalore,17.8,0.0,cut
3588,Chandigarh Tricity,21.1,0.0,cut
3588,Chennai,19.1,0.0,cut
3588,Delhi-NCR,19.5,0.0,cut
3588,Hyderabad,16.5,0.0,cut
3588,Kolkata,18.9,0.0,cut
3588,Lucknow,15.0,0.0,cut
3588,Others,18.9,0.0,cut
3592,Bangalore,0.4,0.0,hold
3592,Chandigarh Tricity,0.5,0.0,hold
3592,Chennai,0.0,0.0,hold
3592,Delhi-NCR,0.6,0.0,cut
3592,Hyderabad,0.5,0.0,hold
3592,Kolkata,0.2,0.0,hold
3592,Lucknow,0.5,0.0,cut
3592,Mumbai,0.0,0.0,hold
3592,Others,0.2,0.0,hold
3592,Pune,0.3,0.0,hold
3595,Pune,3.9,2.5,cut
3596,Bangalore,1.8,0.0,cut
3596,Chandigarh Tricity,1.4,0.0,cut
3596,Chennai,1.1,0.0,cut
3596,Delhi-NCR,1.6,0.0,cut
3596,Hyderabad,2.2,0.0,cut
3596,Kolkata,2.1,0.0,cut
3596,Lucknow,2.3,0.0,cut
3596,Mumbai,1.8,0.0,cut
3596,Others,1.7,0.0,cut
3596,Pune,1.8,0.0,cut
3795,Bangalore,17.2,0.0,cut
3795,Chennai,19.1,0.0,cut
3795,Delhi-NCR,19.6,0.0,cut
3795,Hyderabad,18.4,0.0,cut
3795,Kolkata,23.4,0.0,cut
3795,Others,18.4,0.0,cut
3796,Bangalore,6.0,0.0,cut
3796,Chennai,6.8,0.0,cut
3796,Delhi-NCR,5.3,0.0,cut
3796,Hyderabad,7.3,0.0,cut
3796,Kolkata,5.8,0.0,cut
3796,Lucknow,6.0,0.0,cut
3796,Mumbai,11.0,0.0,cut
3796,Others,6.4,0.0,cut
3796,Pune,9.8,0.0,cut
5460,Bangalore,12.2,0.0,cut
5460,Chandigarh Tricity,11.3,0.0,cut
5460,Chennai,10.5,0.0,cut
5460,Delhi-NCR,11.0,0.0,cut
5460,Hyderabad,11.1,0.0,cut
5460,Kolkata,11.8,0.0,cut
5460,Lucknow,11.4,0.0,cut
5460,Mumbai,11.5,0.0,cut
5460,Others,11.4,0.0,cut
5460,Pune,11.4,0.0,cut
5533,Bangalore,1.9,0.0,cut
5533,Chennai,0.7,0.0,cut
5533,Hyderabad,7.6,0.0,cut
5533,Lucknow,0.0,0.0,hold
5533,Others,1.9,0.0,cut
5540,Bangalore,0.0,0.0,hold
5540,Others,0.0,0.0,hold
5541,Pune,35.2,0.0,cut
5629,Delhi-NCR,0.2,0.0,hold
5629,Others,0.3,0.0,hold
5751,Ahmedabad,8.3,0.0,cut
5751,Bangalore,9.3,0.0,cut
5751,Chandigarh Tricity,8.5,0.0,cut
5751,Chennai,6.3,0.0,cut
5751,Delhi-NCR,8.8,0.0,cut
5751,Hyderabad,8.6,0.0,cut
5751,Kolkata,8.8,0.0,cut
5751,Lucknow,5.2,0.0,cut
5751,Mumbai,9.4,0.0,cut
5751,Others,8.0,0.0,cut
5751,Pune,8.3,0.0,cut
5793,Ahmedabad,9.2,0.0,cut
5793,Bangalore,10.2,0.0,cut
5793,Chennai,8.2,0.0,cut
5793,Delhi-NCR,9.1,0.0,cut
